ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
262,10b79359-802f-4f7f-835c-9e26ada18384,Pool,272,1,0.35,,0.6,,0.4,,0.3,60,20,20,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
263,1d90181f-e4dd-43f8-9de4-7dd625b894bf,Riffle,273,1,0.19,,0.5,0.1,0.2,,0.4,50,30,10,10,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
264,911254f8-933a-4fc9-9277-dda6f9bfb626,Pool,274,1,0.28,,0.1,,0.1,,0.8,50,30,10,10,,,,,,,,,,,,0.79,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
265,455fe358-b1cd-445c-a011-1aaf383e3052,Riffle,275,1,0.28,,0.1,,,,0.9,50,20,20,10,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
266,b88a54e6-d6e4-452d-a6d7-eecce1391cf7,Pool,276,1,0.22,,,,,,100,70,10,10,10,,,,,,,,,,,,0.81,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
267,d5601468-eaee-41e8-99b5-670a7308cf14,Riffle,278,1,0.1,,0.2,,0.1,,0.8,50,20,30,,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
268,274aa82f-70ed-4daa-9357-35a58e9dd789,Pool,279,1,0.26,,0.3,,0.3,,0.5,60,20,20,,,,,,,,,,,,,0.57,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
269,8ce194d5-b7e8-4b41-b6ba-f1f8f68030a7,Riffle,280,1,0.21,,,,,,100,60,30,10,,,,,,,,,,,,,0.28,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
270,22dd56ff-2a6b-45cc-95fb-35b96eda428a,Pool,281,1,0.27,,0.3,,0.1,,0.7,60,20,10,10,,,,,,,,,,,,0.54,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
271,2d1506e7-cb5e-4c1c-a248-01efb3f0da63,Riffle,282,1,0.3,,0.4,,,,0.6,50,30,10,10,,,,,,,,,,,,0.45,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
272,14386841-2979-4eed-8542-6fc226ec5fd1,Rapid+,283,1,0.24,,0.6,,0.1,,0.4,40,30,10,20,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
273,629fc99e-990d-4ddc-adcf-340143f30095,Pool,284,1,0.2,,,,,,100,40,30,10,20,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
274,6656eebf-52b8-4053-99b2-c05a5d25bb13,Riffle,285,1,0.17,,0.1,,0.1,,0.9,30,40,20,10,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
275,a0529790-f7fc-4317-a62b-a28043c4088b,Pool,286,1,0.23,,0.4,,0.2,,0.5,60,30,10,,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
276,2ca2f2fc-bfc4-474c-a26e-fb527bc1798f,Riffle,287,1,0.2,,0.3,,0.3,,0.6,60,30,10,,,,,,,,,,,,,0.28,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
277,5e4d1f84-c0ce-4efb-860c-29bf0ca16db5,Pool,288,1,0.25,,0.2,,0.1,,0.8,50,30,20,,,,,,,,,,,,,0.83,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
278,52300223-a78d-48d2-8be7-a4cb9d2efcba,Pool,289,1,0.33,,0.2,,,,0.8,40,50,10,,,,,,,,,,,,,0.58,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
279,610210d6-0cfb-4bd5-9bd8-77e7f1d73c4d,Riffle,290,1,0.18,,0.1,,0.1,,0.9,50,30,10,10,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
280,a2936705-ae10-4633-8a78-e86c70cdad19,Rapid+,291,1,0.18,,0.3,,,,0.7,40,20,10,30,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
281,70604035-b8db-44e2-97a1-959a02d8c07e,Pool,292,1,0.29,,0.3,,,,0.7,40,30,20,10,,,,,,,,,,,,0.63,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
282,b374e6d4-9b4c-41d0-9395-975b35d83816,Rapid+,293,1,0.28,,0.2,,0.1,,0.7,30,30,20,20,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
283,256ddc20-b57b-4b68-9f68-1a0be1b70188,Pool,294,1,0.38,,0.4,,0.2,,0.4,70,20,10,,,,,,,,,,,,,0.94,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
284,e476bba7-7a65-4508-8076-eadd91875a51,Pool,295,1,0.4,,,,0.2,,0.8,70,10,,20,,,,,,,,,,,,0.75,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
285,6b9a41bd-a953-42c4-a020-edcdf1615e06,Run,296,1,0.24,,,0.2,0.1,,0.7,50,50,,,,,,,,,,,,,,0.48,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
286,963cf4c0-3f3c-4b7c-95ac-c5efb2f4e110,Pool,297,1,0.2,,,0.2,0.1,,0.7,50,50,,,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
287,83c15af2-9b0a-43e3-b406-9cbe86f7d2e0,Riffle,298,1,0.17,,0.1,,,,0.9,50,50,,,,,,,,,,,,,,0.36,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
288,95608328-7c73-4eaa-90ed-c19fc8919150,Pool,299,1,0.14,,0.1,0.1,,,0.8,60,40,,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
289,7e6d51de-03fb-464a-9e8e-a3d90e18e9c2,Riffle,300,1,0.24,,0.1,,0.1,,0.9,40,30,20,10,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
290,15e10e4f-73a9-44d5-a4a5-870088213a6e,Rapid+,301,1,0.23,,0.1,,,,0.9,40,40,10,10,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
291,15eb85b4-cbd2-4cee-8a14-c3c64736c4fb,Pool,302,1,0.2,,0.1,,0.1,,0.9,60,20,10,10,,,,,,,,,,,,0.66,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
292,2f9420da-2ed3-4bb6-91d5-cbc0b7a5c026,Rapid+,303,1,0.32,,,,,,100,30,40,10,20,,,,,,,,,,,,0.49,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
293,24e6d8ff-cf6f-43e4-804d-b8cf1fd89c5a,Pool,304,1,0.23,,0.1,,,,0.9,50,50,,,,,,,,,,,,,,0.58,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
294,28199fbb-77c7-4559-9841-b22cd3a0ba61,Riffle,305,1,0.26,,0.1,,0.1,,0.8,40,40,20,,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
295,ea0bc2c5-bece-4c1b-9f4e-1ee05fe99d89,Rapid+,306,1,0.16,,0.2,,0.1,,0.8,30,20,20,30,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
296,efcac7f2-fa9a-46cb-bf51-fcc55205ecce,Riffle,307,1,0.28,,,0.1,,,0.9,50,50,,,,,,,,,,,,,,0.34,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
297,326bb299-be2d-4301-9de1-a76f328ba54f,Pool,308,1,0.17,,,,,,100,50,50,,,,,,,,,,,,,,0.42,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
298,a2cfbd46-bf30-4b49-9f6c-08eaa7754351,Riffle,309,1,0.18,,,,,,100,50,50,,,,,,,,,,,,,,0.26,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
299,9ee5563b-ebd6-4913-a2a6-801d35d44de6,Pool,310,1,0.23,,,,,,100,50,40,,10,,,,,,,,,,,,0.4,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
300,ad514ad8-2d3f-494e-a90c-526dba834084,Pool,311,1,0.15,,,,,,100,40,40,10,10,,,,,,,,,,,,0.64,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
301,af7de0d9-68b2-49dd-ba0a-6ae2c7fdd642,Riffle,312,1,0.18,,0.3,,,,0.7,50,40,,10,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
302,42663d0e-a6d0-4dad-9adb-995115bd624c,Pool,313,1,0.35,,,,,,100,50,40,,10,,,,,,,,,,,,0.71,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
303,be2fdd9b-e6d6-4d06-839c-c6723859b4b6,Rapid+,314,1,0.33,,0.1,,,,0.9,60,30,,10,,,,,,,,,,,,0.53,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
304,e98e9aa8-7778-4b13-8501-0293d08ff41e,Riffle,315,1,0.29,,0.1,,,,0.9,50,50,,,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
305,95997b47-a6e0-4245-af53-828f0e8a18b5,Rapid+,316,1,0.24,,0.1,,,,0.9,50,30,,20,,,,,,,,,,,,0.6,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
306,f7b2288b-b360-4d82-a99d-68d911efd44a,Riffle,317,1,0.23,,0.1,,,,0.9,40,40,10,10,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
307,fc24bd7f-451d-410a-888d-dbc943bf2fd1,Pool,318,1,0.21,,0.1,,,,0.9,40,40,10,10,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
308,f6b7918f-064b-4088-b42b-77d8b724e21f,Riffle,319,1,0.28,,0.1,,,,0.9,40,40,,20,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
309,a7cc4ee0-e1a0-4a46-b57d-ba3c03d9a8b5,Rapid+,320,1,0.15,,0.1,,,,0.9,50,30,10,10,,,,,,,,,,,,0.63,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
310,6c6f5786-b457-4af4-81cc-b3bef1e4944b,Riffle,321,1,0.16,,0.1,,,,0.9,50,20,20,10,,,,,,,,,,,,0.63,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
311,3609f3fa-57ef-401b-9405-030ccf76214d,Rapid+,322,1,0.29,,0.1,,0.1,,0.8,50,20,10,20,,,,,,,,,,,,0.73,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
312,044d8c93-0a51-40aa-bd1b-6b3b8635d5c2,Pool,323,1,0.25,,,,,,100,70,20,,10,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
313,b4da10b5-beeb-4ba3-8949-acf0cf964418,Riffle,324,1,0.2,,0.1,,,,0.9,50,30,10,10,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
314,90c35964-7174-472c-b4ff-952ff2c2b29b,Pool,325,1,0.22,,0.1,,,,0.9,60,30,10,,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
315,1dabce74-12ea-4b62-8a2e-26c58d66d42a,Rapid+,326,1,0.16,,,,,,100,40,40,10,10,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
316,014c3d9d-7db4-4b4f-a994-f64d0da0f8c4,Pool,327,1,0.19,,0.1,,,,0.9,80,20,,,,,,,,,,,,,,0.93,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
317,f056debc-bd23-43cb-a4bf-df0adf04cfcb,Rapid+,328,1,0.43,,,,,,100,40,30,10,20,,,,,,,,,,,,0.63,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
318,315f22c3-d9f8-4206-8ab7-535651b68159,Riffle,329,1,0.26,,,,,,100,80,10,,10,,,,,,,,,,,,0.56,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
319,03dccb22-766e-4895-8948-6079c72b950b,Rapid+,330,1,0.37,,0.1,,0.1,,0.8,50,20,10,20,,,,,,,,,,,,0.71,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
320,8043a1a3-51ee-4707-b843-c58f6fc8e5e3,Riffle,331,1,0.24,,0.1,,0.1,,0.9,40,40,10,10,,,,,,,,,,,,0.4,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
321,f8b8b9ea-f3eb-4da7-8ca7-42f064698c4c,Riffle,332,62,0.17,,0.2,,,,0.8,60,30,,10,,,,,,,,,,,,0.31,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
322,845f8e27-ac74-4f28-a354-3d0c1a082a99,Pool,333,62,0.13,,0.5,,0.2,,0.5,50,40,10,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
323,c8b95b7b-eb2a-40a2-a34a-128c279c5555,Riffle,334,62,0.2,,0.3,,0.1,,0.7,50,40,10,,,,,,,,,,,,,0.27,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
324,753190a5-2c4b-4e01-bd35-652694df5c56,Rapid+,335,1,0.3,,0.2,,0.2,,0.7,50,20,10,20,,,,,,,,,,,,0.68,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
325,45f78220-594c-4238-ba10-6f39fdad5df4,Rapid+,336,63,0.22,,0.7,,0.2,,0.3,60,30,10,,,,,,,,,,,,,0.4,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
326,abae64e8-c6e0-4069-9788-e553c3dc1bf9,Riffle,337,1,0.29,,,,,,100,40,50,10,,,,,,,,,,,,,0.3,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
327,28073b41-6c0d-4717-ad8a-75d74080c055,Pool,338,1,0.2,,0.1,,,,0.9,50,40,10,,,,,,,,,,,,,0.75,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
328,75ab23ee-6958-4bdb-8fb0-ca94d8c40b92,Riffle,339,1,0.17,,0.2,,,,0.8,40,40,10,10,,,,,,,,,,,,0.45,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
329,0d7f8585-b746-4e99-a9bf-3a94cf7a9afe,SSC,340,64,0.22,,0.5,,0.2,,0.5,40,20,10,30,,,,,,,,,,,,0.42,1.4,1.7,2,1.75,0.83,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
330,db0c6b42-9cfc-4ae3-a888-e87df7f41039,Rapid+,341,1,0.18,,0.2,,0.2,,0.7,50,30,,20,,,,,,,,,,,,0.73,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
331,f9c506a4-c3e5-4412-8b0b-b313e7f6059d,SSC,342,65,0.2,,0.3,,0.1,,0.7,50,30,20,,,,,,,,,,,,,0.33,1.58,1.8,1.52,1.6,0.88,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
332,2ca53227-cf52-4d20-a912-1db263f92adc,Riffle,343,1,0.35,,,,,,100,40,40,20,,,,,,,,,,,,,0.42,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
333,ab491d8b-9686-422d-9787-a9573bb2e2c0,Rapid+,344,1,0.35,,0.2,,0.1,,0.8,30,20,20,30,,,,,,,,,,,,0.6,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
334,6bde0813-3546-4a82-bf71-40adefed0cff,Pool,345,1,0.26,,,,,,100,50,30,10,10,,,,,,,,,,,,0.75,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
335,f2c5f279-aa74-4227-813c-28f43908178d,Riffle,346,1,0.2,,0.3,,,,0.7,40,40,20,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
336,feffafb6-3221-4559-9b85-d12112dfee10,Pool,347,1,0.24,,,,,,100,50,30,20,,,,,,,,,,,,,0.63,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
337,f211f02d-634c-4106-ac66-009a17ab394d,Riffle,348,1,0.15,,,,,,100,30,40,30,,,,,,,,,,,,,0.26,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
338,9acaad30-3e2c-47dd-9b13-9cdb29062dc9,Pool,349,1,0.3,,0.2,,,,0.8,60,40,,,,,,,,,,,,,,0.59,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
339,af2a8cd1-683d-4e6b-9afd-a04d5716a89a,Riffle,350,1,0.22,,0.1,,,,0.9,40,40,10,10,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
340,f1c89870-0088-485b-a002-853686faa800,Rapid+,351,1,0.18,,0.1,,0.1,,0.9,35,15,25,25,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
341,30e112fa-eee8-4f24-ab2c-10e7bca60dd4,Riffle,352,1,0.2,,,,,,100,40,40,10,10,,,,,,,,,,,,0.45,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
342,41c20d83-0ef3-41fa-938a-0ffcebb16636,SSC,353,66,0.2,,0.2,,0.2,,0.7,50,10,20,20,,,,,,,,,,,,0.3,1.5,2.2,1.62,1.34,1.4,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
343,0a95e56e-74b7-4a2e-813b-0e4e8a84ebd4,Pool,354,1,0.25,,0.2,,0.3,,0.5,60,30,10,,,,,,,,,,,,,0.64,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
344,3dbd01f5-d1ce-49b2-8414-1e990ab07cee,Riffle,355,1,0.14,,,,,,100,40,30,30,,,,,,,,,,,,,0.43,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
345,b701738b-f733-4a3d-8a70-13ffd2706d97,Rapid+,356,1,0.17,,0.2,,0.1,,0.8,20,50,10,20,,,,,,,,,,,,0.69,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
346,a157a0ce-4f90-4eb1-8948-e2c7928b802f,Pool,357,1,0.27,,0.3,,0.1,,0.7,70,20,,10,,,,,,,,,,,,0.7,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
347,4eb845a4-c878-46d4-ad83-99a7c926fbea,Rapid+,358,1,0.26,,0.2,,,,0.8,20,30,40,10,,,,,,,,,,,,0.7,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
348,b64b34aa-ff4b-4576-8de6-25b1570053e2,Riffle,359,1,0.18,,0.1,,0.1,,0.9,40,30,20,10,,,,,,,,,,,,0.44,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
349,bf8273a8-670e-4408-b0eb-420f733607fd,Rapid+,360,1,0.37,,0.1,,,,0.9,40,30,20,10,,,,,,,,,,,,0.71,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
350,bc6dd808-e7e9-4ac7-b26d-894cbae558b1,Pool,361,1,0.25,,,,0.1,,0.9,70,10,10,10,,,,,,,,,,,,0.97,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
