ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
272,ac0e0427-f6d8-4726-aa8c-3ee1e450055f,Pool,272,1,0.32,,10,30,20,,50,30,40,20,,,,,,,,,,,,,0.68,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
273,7bb45c41-a0a0-4121-a0c8-a2add3d1d9db,Riffle,273,1,0.27,,,10,10,,90,30,70,,,,,,,,,,,,,,0.56,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
274,c2e91107-f220-4db5-9234-3c53932494d0,SSC,274,31,0.33,,,10,,,90,20,80,,,,,,,,,,,,,,0.36,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
275,6a517022-6ce0-498a-9989-bc2e98957a94,Pool,275,1,0.38,,40,10,,,60,40,60,,,,,,,,,,,,,,0.7,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
276,05a18e8c-3b14-44b5-8191-2bcaf94e555b,Run,276,1,0.31,,10,20,,,80,40,50,10,,,,,,,,,,,,,0.43,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
277,d3371b7a-d5b8-441d-b0bc-2f38c585fcfb,Pool,277,1,0.38,,10,20,30,,50,40,50,10,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
278,c8066c7a-98bc-4ae0-a857-36ffd74329c0,Pool,278,1,0.41,,10,20,,,70,50,50,,,,,,,,,,,,,,0.84,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
279,f2012094-ce06-4233-a9a8-6d0d9d81263f,Pool,279,1,0.46,,,10,,,90,40,60,,,,,,,,,,,,,,0.65,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
280,a52c3576-eb5c-44b1-9f11-bc852cd414dc,Riffle,280,1,0.37,,,,,,100,30,70,,,,,,,,,,,,,,0.37,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
281,5910c4c5-1c4a-4b6e-82ea-326378c29ac7,Pool,281,1,0.33,,10,,,,90,30,70,,,,,,,,,,,,,,0.51,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
282,1666e4c8-f9cb-4b7a-9b7c-0993b3a0207d,SSC,282,32,0.02,,70,20,,,20,90,10,,,,,,,,,,,,,,0.19,0.64,1.46,1.3,1.35,1.43,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
283,a31571a8-f279-425a-a313-66403946ac82,Pool,283,1,0.32,,,20,10,,70,40,60,,,,,,,,,,,,,,0.59,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
284,378e1518-bbe5-44d3-b768-427eacc3156e,Pool,284,1,0.4,,10,20,20,,60,40,50,10,,,,,,,,,,,,,0.7,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
285,f99f9b79-9f2f-4780-bb8d-68c68772e61a,Run,285,1,0.42,,,50,,,50,60,30,10,,,,,,,,,,,,,0.52,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
286,147caa40-f737-421a-be3e-72721bef3c51,Pool,286,1,0.48,,,40,20,,50,70,30,,,,,,,,,,,,,,0.77,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
287,7e2fbc5a-d3b8-4d94-8859-26308c3cca54,Run,287,1,0.45,,,20,20,,70,40,50,10,,,,,,,,,,,,,0.5,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
288,f20b1c38-d9d7-4cc1-897a-73beba9d689b,Run,288,33,0.38,,20,40,,,50,80,20,,,,,,,,,,,,,,0.38,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
289,fc66c51b-294a-4051-923f-6b1e9ba05d42,Pool,289,33,0.3,,60,10,,,40,40,50,10,,,,,,,,,,,,,0.5,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
290,24b169f8-ca73-44dc-b445-ef1a8cba1c7c,Riffle,290,33,0.25,,10,,20,,70,30,60,10,,,,,,,,,,,,,0.32,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
291,d76298ef-060b-4c86-98eb-101a88b1ca03,SSC,291,34,0.17,,70,30,,,20,100,,,,,,,,,,,,,,,0.17,1.2,0.75,1.02,0.55,0.85,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
292,0b8133aa-69a4-4eae-a8d6-3e64a34cac6f,Pool,292,1,0.45,,50,,20,,40,70,30,,,,,,,,,,,,,,0.57,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
293,3ab67353-ff3a-4356-92da-46782b7002f3,Pool,293,1,0.48,,10,10,,,80,60,40,,,,,,,,,,,,,,0.72,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
294,ed2298e1-5deb-4b09-bf82-ede90b36026f,Pool,294,1,0.5,,,10,40,,50,60,40,,,,,,,,,,,,,,0.69,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
295,064beec0-f15f-44e7-9872-70854b298f09,Run,295,1,0.48,,10,20,20,,70,50,40,10,,,,,,,,,,,,,0.56,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
296,a614bd60-d7cc-4bf9-8264-0099dfb91f8f,Pool,296,1,0.51,,20,40,10,,50,60,40,,,,,,,,,,,,,,0.74,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
297,768a841c-f624-4335-a20b-0687608573ea,Pool,297,1,0.23,,20,30,,,70,80,20,,,,,,,,,,,,,,0.69,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
